date,rf
2012-12-26,6.859041051976433e-05
2012-12-27,7.147161195097951e-05
2012-12-28,6.949624390362175e-05
2012-12-31,6.782147838380048e-05
2013-01-01,6.734782320716448e-05
2013-01-02,6.722814387338794e-05
2013-01-03,7.339955344143334e-05
2013-01-04,7.170252674693067e-05
2013-01-07,6.628019263499318e-05
2013-01-08,5.899259899733167e-05
2013-01-09,7.26602875853466e-05
2013-01-10,6.550198933163998e-05
2013-01-11,6.563249527946624e-05
2013-01-14,6.852711882077145e-05
2013-01-15,6.906281743734866e-05
2013-01-16,6.994772069335298e-05
2013-01-17,6.284820571100802e-05
2013-01-18,6.528345573020289e-05
2013-01-21,6.305036304365963e-05
2013-01-22,6.658555467176086e-05
2013-01-23,7.55427863263769e-05
2013-01-24,6.637584718971468e-05
2013-01-25,7.373022245360517e-05
2013-01-28,6.392925393039484e-05
2013-01-29,6.859497485423027e-05
2013-01-30,6.613569040614387e-05
2013-01-31,6.50433414277618e-05
2013-02-01,5.836465536757096e-05
2013-02-04,6.21855334606014e-05
2013-02-05,7.706041782373774e-05
2013-02-06,6.560762180618518e-05
2013-02-07,6.724153439163771e-05
2013-02-08,6.732515617069446e-05
2013-02-11,6.637303774725822e-05
2013-02-12,6.799468486518023e-05
2013-02-13,6.342911420742503e-05
2013-02-14,6.401963266822186e-05
2013-02-15,6.880642510154189e-05
2013-02-18,6.360460336174434e-05
2013-02-19,6.40421844175787e-05
2013-02-20,6.421323628602593e-05
2013-02-21,5.822679706146694e-05
2013-02-22,6.331177774554497e-05
2013-02-25,6.530089582823528e-05
2013-02-26,6.590265041639398e-05
2013-02-27,6.243844460462888e-05
2013-02-28,6.410211676088906e-05
2013-03-01,6.594507155543994e-05
2013-03-04,6.320502859713528e-05
2013-03-05,6.11452252827771e-05
2013-03-06,6.948026551722997e-05
2013-03-07,6.831118394257096e-05
2013-03-08,6.559868697664228e-05
2013-03-11,6.246140212673446e-05
2013-03-12,6.734939664676531e-05
2013-03-13,7.449488487898392e-05
2013-03-14,6.768474620177933e-05
2013-03-15,6.0708871020276334e-05
2013-03-18,6.369891888202694e-05
2013-03-19,6.980370597364782e-05
2013-03-20,6.878163020695993e-05
2013-03-21,6.9212654067341e-05
2013-03-22,6.248936233932412e-05
2013-03-25,6.932541170301398e-05
2013-03-26,6.52658521422822e-05
2013-03-27,7.11767843062372e-05
2013-03-28,6.644616527551328e-05
2013-03-29,6.568076791202415e-05
2013-04-01,6.809487118952795e-05
2013-04-02,6.180982648307243e-05
2013-04-03,6.68322319350434e-05
2013-04-04,6.250577344069086e-05
2013-04-05,5.8747698514771685e-05
2013-04-08,7.226161948725718e-05
2013-04-09,6.808038666483718e-05
2013-04-10,6.422484774826209e-05
2013-04-11,7.055561035862468e-05
2013-04-12,6.021084596130599e-05
2013-04-15,6.253180670690028e-05
2013-04-16,7.011743189155872e-05
2013-04-17,6.23146111473627e-05
2013-04-18,6.998433415672523e-05
2013-04-19,7.122209274412761e-05
2013-04-22,6.522155259514051e-05
2013-04-23,6.806430037542555e-05
2013-04-24,7.673743129266164e-05
2013-04-25,6.913875347125398e-05
2013-04-26,6.177089068803987e-05
2013-04-29,6.234422666473449e-05
2013-04-30,7.313660617813689e-05
2013-05-01,6.763506977502942e-05
2013-05-02,6.558788067900778e-05
2013-05-03,6.230708418142328e-05
2013-05-06,6.883923678935311e-05
2013-05-07,7.388847529155029e-05
2013-05-08,6.57625749487245e-05
2013-05-09,6.729750580114491e-05
2013-05-10,6.089869509895429e-05
2013-05-13,5.895270790512441e-05
2013-05-14,6.367252710393068e-05
2013-05-15,6.288193016334986e-05
2013-05-16,6.50087021398793e-05
2013-05-17,7.00963895055029e-05
2013-05-20,6.15037798894491e-05
2013-05-21,6.615335246440424e-05
2013-05-22,6.464533243355497e-05
2013-05-23,6.89189746383434e-05
2013-05-24,6.879530336800777e-05
2013-05-27,6.56575851720742e-05
2013-05-28,6.194149550520223e-05
2013-05-29,6.852220831943256e-05
2013-05-30,7.13033476120728e-05
2013-05-31,6.437596495434406e-05
2013-06-03,6.668606008375377e-05
2013-06-04,6.519712873309658e-05
2013-06-05,6.529519626030655e-05
2013-06-06,7.132480753080372e-05
2013-06-07,5.980828977114605e-05
2013-06-10,7.55455468623989e-05
2013-06-11,6.787200257085679e-05
2013-06-12,6.416110392781782e-05
2013-06-13,6.250834385146398e-05
2013-06-14,6.333762889609851e-05
2013-06-17,6.199880627444365e-05
2013-06-18,6.358592367861071e-05
2013-06-19,6.660314774808995e-05
2013-06-20,6.550505921132377e-05
2013-06-21,6.87096154350364e-05
2013-06-24,5.944617687592135e-05
2013-06-25,6.0545835671499404e-05
2013-06-26,6.69589812538618e-05
2013-06-27,6.040514158489607e-05
2013-06-28,6.545351249886977e-05
2013-07-01,6.506531238503754e-05
2013-07-02,6.323441706657107e-05
2013-07-03,6.483150525093961e-05
2013-07-04,5.6763988779406915e-05
2013-07-05,6.297992422599208e-05
2013-07-08,7.029304566885664e-05
2013-07-09,6.401041860448764e-05
2013-07-10,6.355496631327284e-05
2013-07-11,6.845466173954762e-05
2013-07-12,5.80146615938304e-05
2013-07-15,6.606774868278542e-05
2013-07-16,6.71299257515301e-05
2013-07-17,6.031844639342587e-05
2013-07-18,7.174495030048966e-05
2013-07-19,6.653770217623922e-05
2013-07-22,6.463515128252162e-05
2013-07-23,6.228694697663073e-05
2013-07-24,6.534580062189654e-05
2013-07-25,6.437747018028794e-05
2013-07-26,5.969722875742711e-05
2013-07-29,6.178884779717286e-05
2013-07-30,6.254596649069022e-05
2013-07-31,5.7791783066862834e-05
2013-08-01,6.722677602999383e-05
2013-08-02,6.277896768125402e-05
2013-08-05,6.358154090069235e-05
2013-08-06,7.221408398749851e-05
2013-08-07,6.735249242595387e-05
2013-08-08,5.9628727848481944e-05
2013-08-09,6.739712309600243e-05
2013-08-12,7.07535341839538e-05
2013-08-13,7.034095827962439e-05
2013-08-14,6.314507423454963e-05
2013-08-15,5.64382719676626e-05
2013-08-16,6.321059494984738e-05
2013-08-19,7.044858497806672e-05
2013-08-20,7.168579385941065e-05
2013-08-21,6.225381734825675e-05
2013-08-22,6.147041785542484e-05
2013-08-23,7.194478574690244e-05
2013-08-26,5.7179849901167756e-05
2013-08-27,6.748241352849682e-05
2013-08-28,7.001902722847397e-05
2013-08-29,6.200441898318587e-05
2013-08-30,6.431306378096302e-05
2013-09-02,6.148116139326198e-05
2013-09-03,6.640410693070642e-05
2013-09-04,6.949174707959749e-05
2013-09-05,6.362209110410966e-05
2013-09-06,6.555286744602817e-05
2013-09-09,6.170348236800294e-05
2013-09-10,5.88236497625072e-05
2013-09-11,6.235167024670751e-05
2013-09-12,6.91427667975919e-05
2013-09-13,6.60471924993633e-05
2013-09-16,6.473420360841864e-05
2013-09-17,6.605320134167592e-05
2013-09-18,6.309467629028731e-05
2013-09-19,6.320668192860701e-05
2013-09-20,6.464654882742948e-05
2013-09-23,6.40893697201328e-05
2013-09-24,6.489433521861265e-05
2013-09-25,7.127146642327276e-05
2013-09-26,6.981235765324278e-05
2013-09-27,6.61839476552295e-05
2013-09-30,6.520959325162501e-05
2013-10-01,6.361678377464486e-05
2013-10-02,6.999613644320668e-05
2013-10-03,5.778962331914883e-05
2013-10-04,6.642616463969908e-05
2013-10-07,5.538498735968567e-05
2013-10-08,6.357184864946852e-05
2013-10-09,6.371503878210838e-05
2013-10-10,5.7782723800858804e-05
2013-10-11,6.439088024001727e-05
2013-10-14,6.005230695249608e-05
2013-10-15,6.567794769107849e-05
2013-10-16,6.148878762313181e-05
2013-10-17,6.955189001622841e-05
2013-10-18,5.955054351436395e-05
2013-10-21,5.9655920469969814e-05
2013-10-22,6.371710643726658e-05
2013-10-23,6.120120071773094e-05
2013-10-24,6.719502932117649e-05
2013-10-25,6.689623529410049e-05
2013-10-28,5.81945468802747e-05
2013-10-29,6.791131320604826e-05
2013-10-30,6.228586324286134e-05
2013-10-31,6.0532353419073814e-05
2013-11-01,7.155182756402034e-05
2013-11-04,5.793251871355487e-05
2013-11-05,6.218784389488974e-05
2013-11-06,6.18505424143656e-05
2013-11-07,6.470381409706683e-05
2013-11-08,5.589642728565103e-05
2013-11-11,6.124786970218565e-05
2013-11-12,6.451328952139512e-05
2013-11-13,6.240093813736358e-05
2013-11-14,6.327994443222629e-05
2013-11-15,6.21664528321908e-05
2013-11-18,6.252684427532351e-05
2013-11-19,7.039369355110736e-05
2013-11-20,6.510586441543786e-05
2013-11-21,7.359245343607768e-05
2013-11-22,6.914935722623916e-05
2013-11-25,6.89579298041032e-05
2013-11-26,7.06341691452117e-05
2013-11-27,6.818510503059372e-05
2013-11-28,5.8505662337227093e-05
2013-11-29,6.307458189658277e-05
2013-12-02,6.802641757652772e-05
2013-12-03,6.070437768079806e-05
2013-12-04,5.551708732665084e-05
2013-12-05,5.954183320167061e-05
2013-12-06,6.727945222961829e-05
2013-12-09,5.847326632157923e-05
2013-12-10,6.410936424816605e-05
2013-12-11,6.338175308528982e-05
2013-12-12,6.852135288659689e-05
2013-12-13,6.86050519553838e-05
2013-12-16,6.291498401678197e-05
2013-12-17,6.497371979730104e-05
2013-12-18,6.693662171231018e-05
2013-12-19,6.508118793902007e-05
2013-12-20,5.9153867903338764e-05
2013-12-23,6.054755955586799e-05
2013-12-24,6.233845362269008e-05
2013-12-25,6.63343434494923e-05
2013-12-26,6.473654929317618e-05
2013-12-27,6.272944133467462e-05
2013-12-30,5.983280803745217e-05
2013-12-31,5.719772220524888e-05
2014-01-01,6.787351543513509e-05
2014-01-02,6.077709653973251e-05
2014-01-03,5.991375900404883e-05
2014-01-06,6.175238659578142e-05
2014-01-07,5.939377542807378e-05
2014-01-08,6.583792769321306e-05
2014-01-09,6.389923403471442e-05
2014-01-10,6.270655846152273e-05
2014-01-13,7.145947887043924e-05
2014-01-14,6.421300043624178e-05
2014-01-15,6.132278122672474e-05
2014-01-16,5.859723688605989e-05
2014-01-17,6.110361514433116e-05
2014-01-20,5.450976804000085e-05
2014-01-21,6.24706325289548e-05
2014-01-22,6.241231508563594e-05
2014-01-23,6.551580407632152e-05
2014-01-24,5.884185272719833e-05
2014-01-27,6.793080881695168e-05
2014-01-28,5.696761990847676e-05
2014-01-29,6.32609247319671e-05
2014-01-30,6.872331861873526e-05
2014-01-31,7.033748892393277e-05
2014-02-03,5.8268355493273916e-05
2014-02-04,6.232625492308408e-05
2014-02-05,6.417126887181546e-05
2014-02-06,6.354592895485567e-05
2014-02-07,6.248260965624475e-05
2014-02-10,6.0152781842903735e-05
2014-02-11,6.544635041505487e-05
2014-02-12,5.485923949621885e-05
2014-02-13,5.637608503228364e-05
2014-02-14,6.281013770692567e-05
2014-02-17,6.95298263517774e-05
2014-02-18,5.908543941646194e-05
2014-02-19,6.035755516342611e-05
2014-02-20,5.9566956803536186e-05
2014-02-21,6.385051664770103e-05
2014-02-24,6.21763561208244e-05
2014-02-25,6.37133339984608e-05
2014-02-26,6.1593471404775e-05
2014-02-27,5.9191490648036194e-05
2014-02-28,5.984981212336926e-05
2014-03-03,6.196905331412594e-05
2014-03-04,6.055048090236603e-05
2014-03-05,6.470208650521947e-05
2014-03-06,6.530320617348373e-05
2014-03-07,6.266244786035102e-05
2014-03-10,5.630263624722964e-05
2014-03-11,7.164236780710098e-05
2014-03-12,6.519732313403637e-05
2014-03-13,6.046721452057646e-05
2014-03-14,6.566173779365414e-05
2014-03-17,6.091132137631128e-05
2014-03-18,6.286384055287364e-05
2014-03-19,5.776830932191501e-05
2014-03-20,6.198523660283506e-05
2014-03-21,6.149250415199425e-05
2014-03-24,6.720642256574649e-05
2014-03-25,6.473524499250871e-05
2014-03-26,6.24938019684329e-05
2014-03-27,6.531344038362974e-05
2014-03-28,5.9901327642775115e-05
2014-03-31,6.155849474631658e-05
2014-04-01,6.261926960493547e-05
2014-04-02,6.171550342437548e-05
2014-04-03,6.790528543620944e-05
2014-04-04,6.211331341554605e-05
2014-04-07,6.413679607586431e-05
2014-04-08,5.9710802888801595e-05
2014-04-09,6.410645844301399e-05
2014-04-10,6.496182657356186e-05
2014-04-11,6.243091762048181e-05
2014-04-14,5.4926060114368624e-05
2014-04-15,6.244124517418292e-05
2014-04-16,5.93774457859908e-05
2014-04-17,6.315000195278309e-05
2014-04-18,6.844667297301044e-05
2014-04-21,6.34545706328371e-05
2014-04-22,6.291252719470286e-05
2014-04-23,5.971491151068875e-05
2014-04-24,5.727254483001154e-05
2014-04-25,5.48488490952348e-05
2014-04-28,5.62589684998116e-05
2014-04-29,6.369097931235856e-05
2014-04-30,5.962825755889689e-05
2014-05-01,5.727409806421946e-05
2014-05-02,6.04329988387331e-05
2014-05-05,5.9147379598556427e-05
2014-05-06,6.967019790260487e-05
2014-05-07,5.501338989244431e-05
2014-05-08,5.672181192628578e-05
2014-05-09,6.433134412997532e-05
2014-05-12,6.068609439102701e-05
2014-05-13,6.351007287896948e-05
2014-05-14,5.957749979645932e-05
2014-05-15,6.311913825185478e-05
2014-05-16,6.706497528297106e-05
2014-05-19,6.549088741558684e-05
2014-05-20,6.395623767141423e-05
2014-05-21,5.978676481399603e-05
2014-05-22,6.211756731677731e-05
2014-05-23,6.499204191179331e-05
2014-05-26,6.36065195711577e-05
2014-05-27,6.0479929882228944e-05
2014-05-28,5.718308608093636e-05
2014-05-29,6.414637376117582e-05
2014-05-30,6.61281618967724e-05
2014-06-02,6.556263461066081e-05
2014-06-03,6.227076246134722e-05
2014-06-04,6.062371652149068e-05
2014-06-05,6.523946199887831e-05
2014-06-06,6.444038644093375e-05
2014-06-09,6.128124300408544e-05
2014-06-10,6.03547916071534e-05
2014-06-11,5.9814544087100074e-05
2014-06-12,6.0693266799694e-05
2014-06-13,6.320623152178406e-05
2014-06-16,6.249206706487875e-05
2014-06-17,5.98321175158123e-05
2014-06-18,6.068944799131337e-05
2014-06-19,5.403396739978028e-05
2014-06-20,6.45679652873099e-05
2014-06-23,5.54546455551197e-05
2014-06-24,5.764147563169786e-05
2014-06-25,5.494406980255384e-05
2014-06-26,6.079076051146437e-05
2014-06-27,6.377662273404638e-05
2014-06-30,6.205865222130846e-05
2014-07-01,6.075782216985459e-05
2014-07-02,6.33280219026755e-05
2014-07-03,5.981085090667193e-05
2014-07-04,6.048510750389369e-05
2014-07-07,6.529522202525229e-05
2014-07-08,5.539434620760453e-05
2014-07-09,6.317181472881295e-05
2014-07-10,5.984733107067264e-05
2014-07-11,5.77568236084236e-05
2014-07-14,5.790079264045289e-05
2014-07-15,6.596500233335689e-05
2014-07-16,6.495493906921723e-05
2014-07-17,5.7959980750421636e-05
2014-07-18,6.757412697355747e-05
2014-07-21,5.9253192096431206e-05
2014-07-22,5.78908594737193e-05
2014-07-23,5.537821977097401e-05
2014-07-24,5.785824277859675e-05
2014-07-25,5.6671738125624316e-05
2014-07-28,5.720112327800564e-05
2014-07-29,6.170752695511261e-05
2014-07-30,6.170901317803512e-05
2014-07-31,5.764226209192813e-05
2014-08-01,6.308469545324158e-05
2014-08-04,6.237353151239411e-05
2014-08-05,5.4508389502272436e-05
2014-08-06,6.5540015971699e-05
2014-08-07,5.736763936159406e-05
2014-08-08,5.2885013839931716e-05
2014-08-11,5.9895827137612656e-05
2014-08-12,6.194922759772403e-05
2014-08-13,5.3541615590679825e-05
2014-08-14,6.295769070874258e-05
2014-08-15,6.151903026663241e-05
2014-08-18,6.0401525916686793e-05
2014-08-19,7.16174449646445e-05
2014-08-20,5.4554043001031616e-05
2014-08-21,6.897092015667461e-05
2014-08-22,5.4503097864033734e-05
2014-08-25,5.655448113150996e-05
2014-08-26,6.582240040664544e-05
2014-08-27,6.508633671598041e-05
2014-08-28,5.6010519034144224e-05
2014-08-29,6.198047721173161e-05
2014-09-01,5.9452423706751745e-05
2014-09-02,5.32761069240717e-05
2014-09-03,5.7727961779940884e-05
2014-09-04,5.561325465719413e-05
2014-09-05,5.907000904215032e-05
2014-09-08,6.401566996938612e-05
2014-09-09,5.882054985129059e-05
2014-09-10,5.8014223188074254e-05
2014-09-11,6.36582668618324e-05
2014-09-12,6.332263698261009e-05
2014-09-15,6.397495863730285e-05
2014-09-16,5.727577404845974e-05
2014-09-17,5.9392077521813746e-05
2014-09-18,6.466043708641678e-05
2014-09-19,5.7497275988138696e-05
2014-09-22,5.7910538283412194e-05
2014-09-23,6.0751897459132564e-05
2014-09-24,6.257763528028093e-05
2014-09-25,6.0003484153137165e-05
2014-09-26,5.475740733706935e-05
2014-09-29,5.365277989843875e-05
2014-09-30,5.676487774541883e-05
2014-10-01,5.924180911542898e-05
2014-10-02,6.502640948768956e-05
2014-10-03,5.8072588538626846e-05
2014-10-06,5.6930778153052586e-05
2014-10-07,5.6787990103668307e-05
2014-10-08,6.594496597633892e-05
2014-10-09,6.15223707265411e-05
2014-10-10,6.014545964316831e-05
2014-10-13,6.207648948763911e-05
2014-10-14,6.0906217336675894e-05
2014-10-15,6.13673646447932e-05
2014-10-16,5.1431812162494595e-05
2014-10-17,6.189799169087351e-05
2014-10-20,5.979408219336513e-05
2014-10-21,6.437437105466515e-05
2014-10-22,5.220402798156165e-05
2014-10-23,5.771187988323767e-05
2014-10-24,6.630386156114554e-05
2014-10-27,5.586614492747444e-05
2014-10-28,6.23081717474605e-05
2014-10-29,6.127098646713236e-05
2014-10-30,6.260160388094071e-05
2014-10-31,5.559705571078766e-05
2014-11-03,6.086058597776223e-05
2014-11-04,5.673142770490358e-05
2014-11-05,6.075023720275574e-05
2014-11-06,6.758155728192605e-05
2014-11-07,5.791366910634643e-05
2014-11-10,5.947065300215826e-05
2014-11-11,5.4549753258470446e-05
2014-11-12,5.7023417036283774e-05
2014-11-13,6.28900449255454e-05
2014-11-14,6.196056425178398e-05
2014-11-17,5.9110603696233e-05
2014-11-18,6.108470910537456e-05
2014-11-19,6.317750237427866e-05
2014-11-20,5.948400406396992e-05
2014-11-21,6.017405147962229e-05
2014-11-24,5.8739067747337614e-05
2014-11-25,6.224801895760024e-05
2014-11-26,5.771928868081311e-05
2014-11-27,6.143631456745346e-05
2014-11-28,5.942360857447149e-05
2014-12-01,6.179203882550333e-05
2014-12-02,5.838682092429437e-05
2014-12-03,6.216727043883985e-05
2014-12-04,5.807863340323571e-05
2014-12-05,6.174718513740629e-05
2014-12-08,6.436947792720638e-05
2014-12-09,5.848940852226647e-05
2014-12-10,5.427199984531228e-05
2014-12-11,6.108096285206699e-05
2014-12-12,5.8482714919039225e-05
2014-12-15,5.6801860867539133e-05
2014-12-16,5.932175273115625e-05
2014-12-17,6.236724522046266e-05
2014-12-18,5.53752759084869e-05
2014-12-19,6.222442473058365e-05
2014-12-22,5.922239724553968e-05
2014-12-23,6.519837763740988e-05
2014-12-24,5.7511013496602814e-05
2014-12-25,5.695996835863859e-05
2014-12-26,6.511499799777276e-05
2014-12-29,5.084058605486774e-05
2014-12-30,6.142040906031987e-05
2014-12-31,6.24083939204656e-05
2015-01-01,6.174071677489401e-05
2015-01-02,6.531992220781824e-05
2015-01-05,5.6339482770839666e-05
2015-01-06,5.8526705550621116e-05
2015-01-07,5.6086610441541396e-05
2015-01-08,6.334241254513095e-05
2015-01-09,6.234706372731935e-05
2015-01-12,6.135892730418924e-05
2015-01-13,5.029367124254058e-05
2015-01-14,5.90759947245445e-05
2015-01-15,5.8869773348346754e-05
2015-01-16,6.242335559214496e-05
2015-01-19,6.890955449700975e-05
2015-01-20,5.7806529059734046e-05
2015-01-21,6.287744114752414e-05
2015-01-22,6.513163060706262e-05
2015-01-23,6.487346823513818e-05
2015-01-26,5.505378325643129e-05
2015-01-27,5.682232573334112e-05
2015-01-28,5.757222326252531e-05
2015-01-29,5.84272726693591e-05
2015-01-30,5.75992877371867e-05
2015-02-02,5.96965814627648e-05
2015-02-03,6.0018328393862674e-05
2015-02-04,6.163830474181786e-05
2015-02-05,5.882342751006853e-05
2015-02-06,5.69797767315805e-05
2015-02-09,6.349746260680966e-05
2015-02-10,6.349182622766847e-05
2015-02-11,5.756437703774431e-05
2015-02-12,6.004530244640982e-05
2015-02-13,6.0680784464084425e-05
2015-02-16,6.0161907429634454e-05
2015-02-17,5.505603967725925e-05
2015-02-18,5.840016970393158e-05
2015-02-19,6.338769934877142e-05
2015-02-20,6.0920805129427436e-05
2015-02-23,5.163745655090146e-05
2015-02-24,5.6391797712773695e-05
2015-02-25,5.23193851134085e-05
2015-02-26,6.0961459224850856e-05
2015-02-27,5.9464049427804255e-05
2015-03-02,5.318119751462902e-05
2015-03-03,6.182337978843933e-05
2015-03-04,5.385409027014454e-05
2015-03-05,5.789930425237344e-05
2015-03-06,6.327013982621033e-05
2015-03-09,5.726600773092727e-05
2015-03-10,6.371490315770778e-05
2015-03-11,6.68242478751857e-05
2015-03-12,5.934417570618855e-05
2015-03-13,5.9397527048421495e-05
2015-03-16,5.816004814174214e-05
2015-03-17,5.463120357007689e-05
2015-03-18,6.0763192728297e-05
2015-03-19,6.198848646854493e-05
2015-03-20,5.783164190864554e-05
2015-03-23,6.35629662817383e-05
2015-03-24,5.624580295404691e-05
2015-03-25,6.556229486776033e-05
2015-03-26,5.558415362294511e-05
2015-03-27,5.890785143303212e-05
2015-03-30,5.451723660376828e-05
2015-03-31,5.8079867526039664e-05
2015-04-01,6.137045500653748e-05
2015-04-02,5.3034401373164286e-05
2015-04-03,6.075265354454906e-05
2015-04-06,6.588507660287846e-05
2015-04-07,5.918204465293897e-05
2015-04-08,4.98414012131132e-05
2015-04-09,6.261764069992459e-05
2015-04-10,6.750002453248527e-05
2015-04-13,5.8483766770311973e-05
2015-04-14,5.9460086726748074e-05
2015-04-15,6.294508342952199e-05
2015-04-16,6.30732420179303e-05
2015-04-17,5.9949856556551495e-05
2015-04-20,5.1927496538484164e-05
2015-04-21,5.843158520013603e-05
2015-04-22,5.250552677349418e-05
2015-04-23,6.003061643422569e-05
2015-04-24,6.270282538234362e-05
2015-04-27,6.253457548699437e-05
2015-04-28,5.64640865683419e-05
2015-04-29,6.081709766725396e-05
2015-04-30,4.996417113911633e-05
2015-05-01,5.847746526721487e-05
2015-05-04,5.383334958253272e-05
2015-05-05,5.349947649357922e-05
2015-05-06,6.0467576925127275e-05
2015-05-07,6.003711992219607e-05
2015-05-08,5.9555097176478e-05
2015-05-11,6.263937668182784e-05
2015-05-12,6.202181982151167e-05
2015-05-13,5.390806833749373e-05
2015-05-14,5.674117203002815e-05
2015-05-15,6.197206902958108e-05
2015-05-18,5.949086329737341e-05
2015-05-19,6.40882209583804e-05
2015-05-20,7.113330456642863e-05
2015-05-21,5.4310070727980886e-05
2015-05-22,5.571364162260117e-05
2015-05-25,6.129755663164538e-05
2015-05-26,5.9812904944056555e-05
2015-05-27,5.597477943575235e-05
2015-05-28,5.777053944000521e-05
2015-05-29,6.324991133377367e-05
2015-06-01,5.0955502248317686e-05
2015-06-02,6.256871201970604e-05
2015-06-03,6.0397527662514605e-05
2015-06-04,6.484628501701728e-05
2015-06-05,5.5261250673677154e-05
2015-06-08,5.266113123325589e-05
2015-06-09,6.737992591943076e-05
2015-06-10,5.501042561384395e-05
2015-06-11,5.3953565898323674e-05
2015-06-12,5.8743743085232225e-05
2015-06-15,6.546915537475329e-05
2015-06-16,5.5177561628871885e-05
2015-06-17,5.712055582751674e-05
2015-06-18,6.146655628525011e-05
2015-06-19,6.599705683996149e-05
2015-06-22,6.344769417121476e-05
2015-06-23,5.380060665438613e-05
2015-06-24,5.058982978556337e-05
2015-06-25,5.3211204211978114e-05
2015-06-26,5.170386544350869e-05
2015-06-29,5.722572523625402e-05
2015-06-30,5.260305606413773e-05
2015-07-01,6.016076773729395e-05
2015-07-02,5.986001028102095e-05
2015-07-03,5.834109572311341e-05
2015-07-06,6.173588759095239e-05
2015-07-07,5.1814981750775146e-05
2015-07-08,5.938941718941493e-05
2015-07-09,5.751739174941761e-05
2015-07-10,6.279058558922301e-05
2015-07-13,5.552386458318459e-05
2015-07-14,5.163924099149675e-05
2015-07-15,6.401098717412346e-05
2015-07-16,5.898258929781797e-05
2015-07-17,5.6202606640187724e-05
2015-07-20,6.099475696230705e-05
2015-07-21,5.709660756236801e-05
2015-07-22,6.212151351725481e-05
2015-07-23,5.589747184342464e-05
2015-07-24,5.0823879732764254e-05
2015-07-27,5.362855917900866e-05
2015-07-28,6.223707374330978e-05
2015-07-29,5.69992039527456e-05
2015-07-30,5.9295560861150065e-05
2015-07-31,6.099750948562743e-05
2015-08-03,4.8228010807171984e-05
2015-08-04,5.406077364944473e-05
2015-08-05,6.091360844706628e-05
2015-08-06,5.720766304939673e-05
2015-08-07,5.756125347433638e-05
2015-08-10,5.752081739207604e-05
2015-08-11,5.894301843634153e-05
2015-08-12,5.841312831300627e-05
2015-08-13,5.5140509783946356e-05
2015-08-14,6.012861842963346e-05
2015-08-17,5.450990169952874e-05
2015-08-18,5.443593135612268e-05
2015-08-19,5.503571323650647e-05
2015-08-20,5.490065435820313e-05
2015-08-21,6.0967521292143445e-05
2015-08-24,5.753012522369261e-05
2015-08-25,5.582443365859113e-05
2015-08-26,5.980634367630522e-05
2015-08-27,5.7602198632933366e-05
2015-08-28,5.0922041481937796e-05
2015-08-31,4.754454555278009e-05
2015-09-01,5.4038958968716244e-05
2015-09-02,6.2320397201443e-05
2015-09-03,4.845766905314797e-05
2015-09-04,5.684485747314838e-05
2015-09-07,6.030236117871013e-05
2015-09-08,5.512986533151576e-05
2015-09-09,5.6775194843261545e-05
2015-09-10,5.35256484091029e-05
2015-09-11,5.1449760323452054e-05
2015-09-14,4.599671011074058e-05
2015-09-15,5.5349428924156285e-05
2015-09-16,5.582924119296173e-05
2015-09-17,5.6795917033669596e-05
2015-09-18,5.4222499594080986e-05
2015-09-21,5.559710215385927e-05
2015-09-22,5.693092808822797e-05
2015-09-23,6.221906539405353e-05
2015-09-24,5.4639384477139785e-05
2015-09-25,5.775908813121511e-05
2015-09-28,6.067709425394696e-05
2015-09-29,4.840808188388834e-05
2015-09-30,4.734426560792926e-05
2015-10-01,5.482078836482884e-05
2015-10-02,5.838367480381912e-05
2015-10-05,6.099957489946739e-05
2015-10-06,5.880626450505133e-05
2015-10-07,6.277723662018175e-05
2015-10-08,6.02607733279914e-05
2015-10-09,5.1312210396448066e-05
2015-10-12,5.493764546882218e-05
2015-10-13,6.341769840911837e-05
2015-10-14,5.563347552040021e-05
2015-10-15,5.4179992730718496e-05
2015-10-16,5.49249284340636e-05
2015-10-19,5.3999900056167505e-05
2015-10-20,5.461246969051814e-05
2015-10-21,5.461928837369179e-05
2015-10-22,5.877792465991405e-05
2015-10-23,6.014680709842679e-05
2015-10-26,6.048727262619735e-05
2015-10-27,5.878549102944497e-05
2015-10-28,6.016256373708728e-05
2015-10-29,5.730769130884994e-05
2015-10-30,5.6589669164219814e-05
2015-11-02,5.653120794413269e-05
2015-11-03,5.122731874829256e-05
2015-11-04,5.9862227431706216e-05
2015-11-05,5.621342239603422e-05
2015-11-06,5.8769041388462284e-05
2015-11-09,6.155536224272673e-05
2015-11-10,6.641348330971297e-05
2015-11-11,6.360281083694908e-05
2015-11-12,6.097780065861258e-05
2015-11-13,5.458777205347154e-05
2015-11-16,5.2525476186504605e-05
2015-11-17,4.8306063538783306e-05
2015-11-18,6.272744254931517e-05
2015-11-19,4.943823768743805e-05
2015-11-20,5.418009817015346e-05
2015-11-23,5.413524552499993e-05
2015-11-24,5.694624489871458e-05
2015-11-25,6.068667638148284e-05
2015-11-26,6.0789935656391236e-05
2015-11-27,5.578386523108492e-05
2015-11-30,5.3649978178471613e-05
2015-12-01,5.601148853262572e-05
2015-12-02,5.0783674085508324e-05
2015-12-03,5.5105818291156794e-05
2015-12-04,5.577792603528309e-05
2015-12-07,5.527917267200699e-05
2015-12-08,5.879909027517449e-05
2015-12-09,5.6062692670666436e-05
